audio_feat_id,trip_id,driver_id,window_start,window_end,window_size_seconds,hop_size_seconds,elapsed_seconds,db_level,baseline_db,db_deviation,energy_slope,turn_gap_sec,gap_ratio,zcr,spectral_centroid,spectral_flux,f0_mean,f0_std,speech_rate,is_valid
AF06863,TRIP_DRV003_03,DRV003,2024-02-06 10:55:44,2024-02-06 10:55:49,5,2,5504,56.59,50.5,6.05,13.23,0.616,0.589,0.1537,871.7,0.00759,134.4,17.81,4.15,True
AF06864,TRIP_DRV003_03,DRV003,2024-02-06 10:55:46,2024-02-06 10:55:51,5,2,5506,60.46,50.5,9.92,18.61,1.209,0.29,0.2811,1042.2,0.00813,145.4,34.6,4.43,True
AF06865,TRIP_DRV003_03,DRV003,2024-02-06 10:55:48,2024-02-06 10:55:53,5,2,5508,46.4,50.5,-4.14,12.21,0.895,0.482,0.4307,1639.4,0.02406,135.2,30.13,4.51,True
AF06866,TRIP_DRV003_03,DRV003,2024-02-06 10:55:50,2024-02-06 10:55:55,5,2,5510,52.36,50.5,1.81,9.24,1.392,0.519,0.2943,814.4,0.02392,136.1,34.12,3.8,True
AF06867,TRIP_DRV003_03,DRV003,2024-02-06 10:55:52,2024-02-06 10:55:57,5,2,5512,53.74,50.5,3.2,18.56,1.457,0.365,0.1879,1466.6,0.0205,145.3,13.0,2.78,True
AF06868,TRIP_DRV003_03,DRV003,2024-02-06 10:55:54,2024-02-06 10:55:59,5,2,5514,57.84,50.5,7.3,15.6,0.628,0.509,0.4259,1303.5,0.02043,159.7,8.81,3.95,True
AF06869,TRIP_DRV003_03,DRV003,2024-02-06 10:55:56,2024-02-06 10:56:01,5,2,5516,54.27,50.5,3.73,18.08,0.651,0.597,0.224,1683.8,0.01973,144.6,32.82,3.55,True
AF06870,TRIP_DRV003_03,DRV003,2024-02-06 10:55:58,2024-02-06 10:56:03,5,2,5518,53.2,50.5,2.66,10.98,1.255,0.456,0.2763,802.2,0.01513,144.5,19.48,4.51,True
AF06871,TRIP_DRV003_03,DRV003,2024-02-06 10:56:00,2024-02-06 10:56:05,5,2,5520,52.31,50.5,1.77,8.85,0.797,0.327,0.1788,1251.5,0.01613,156.1,11.63,3.68,True
AF06872,TRIP_DRV003_03,DRV003,2024-02-06 10:56:02,2024-02-06 10:56:07,5,2,5522,51.72,50.5,1.18,16.88,1.133,0.241,0.3552,1639.6,0.01116,146.9,10.28,4.53,True
AF06873,TRIP_DRV003_03,DRV003,2024-02-06 10:56:04,2024-02-06 10:56:09,5,2,5524,53.41,50.5,2.86,7.17,0.543,0.439,0.2324,1346.4,0.0213,120.1,24.69,3.17,True
AF06874,TRIP_DRV003_03,DRV003,2024-02-06 10:56:06,2024-02-06 10:56:11,5,2,5526,46.65,50.5,-3.89,6.61,0.851,0.397,0.2185,984.9,0.00653,133.5,24.93,5.09,True
AF06875,TRIP_DRV003_03,DRV003,2024-02-06 10:56:08,2024-02-06 10:56:13,5,2,5528,54.61,50.5,4.07,11.25,0.591,0.419,0.352,1099.8,0.01201,144.1,11.02,5.04,True
AF06876,TRIP_DRV003_03,DRV003,2024-02-06 10:56:10,2024-02-06 10:56:15,5,2,5530,60.49,50.5,9.95,11.11,0.558,0.439,0.2255,1403.7,0.01768,123.3,15.41,4.35,True
AF06877,TRIP_DRV003_03,DRV003,2024-02-06 10:56:12,2024-02-06 10:56:17,5,2,5532,56.0,50.5,5.46,12.47,1.457,0.561,0.3904,1331.9,0.01421,152.0,32.04,4.66,True
AF06878,TRIP_DRV003_03,DRV003,2024-02-06 10:56:14,2024-02-06 10:56:19,5,2,5534,53.21,50.5,2.66,4.36,0.487,0.547,0.1911,1683.7,0.00959,118.3,12.19,4.8,True
AF06879,TRIP_DRV003_03,DRV003,2024-02-06 10:56:16,2024-02-06 10:56:21,5,2,5536,47.07,50.5,-3.47,16.55,0.689,0.426,0.2855,1116.1,0.01733,120.5,22.45,5.14,True
AF06880,TRIP_DRV003_03,DRV003,2024-02-06 10:56:18,2024-02-06 10:56:23,5,2,5538,47.77,50.5,-2.77,10.79,0.816,0.216,0.357,1303.0,0.01603,142.5,11.49,5.32,True
AF06881,TRIP_DRV003_03,DRV003,2024-02-06 10:56:20,2024-02-06 10:56:25,5,2,5540,57.07,50.5,6.53,7.69,1.252,0.404,0.3531,1641.1,0.02066,132.1,32.9,3.11,True
AF06882,TRIP_DRV003_03,DRV003,2024-02-06 10:56:22,2024-02-06 10:56:27,5,2,5542,55.1,50.5,4.55,7.22,1.303,0.25,0.386,1757.3,0.01034,116.9,8.92,4.1,True
AF06883,TRIP_DRV003_03,DRV003,2024-02-06 10:56:24,2024-02-06 10:56:29,5,2,5544,57.05,50.5,6.51,18.99,1.326,0.286,0.3241,1741.9,0.01357,120.7,17.28,5.08,True
AF06884,TRIP_DRV003_03,DRV003,2024-02-06 10:56:26,2024-02-06 10:56:31,5,2,5546,60.42,50.5,9.88,8.76,0.588,0.282,0.2346,962.8,0.02316,138.1,30.51,2.72,True
AF06885,TRIP_DRV003_03,DRV003,2024-02-06 10:56:28,2024-02-06 10:56:33,5,2,5548,51.36,50.5,0.82,4.7,0.56,0.241,0.2505,1235.1,0.01705,140.2,18.0,5.0,True
AF06886,TRIP_DRV003_03,DRV003,2024-02-06 10:56:30,2024-02-06 10:56:35,5,2,5550,52.48,50.5,1.94,8.66,0.627,0.434,0.3571,1679.4,0.01046,137.9,11.83,5.11,True
AF06887,TRIP_DRV003_03,DRV003,2024-02-06 10:56:32,2024-02-06 10:56:37,5,2,5552,54.27,50.5,3.73,13.33,0.501,0.326,0.3497,905.3,0.00999,136.5,30.26,4.04,True
AF06888,TRIP_DRV003_03,DRV003,2024-02-06 10:56:34,2024-02-06 10:56:39,5,2,5554,45.86,50.5,-4.68,12.59,0.971,0.206,0.2162,1158.6,0.01463,111.5,11.83,5.22,True
AF06889,TRIP_DRV003_03,DRV003,2024-02-06 10:56:36,2024-02-06 10:56:41,5,2,5556,49.14,50.5,-1.41,8.41,0.858,0.579,0.363,1619.0,0.0105,129.3,25.33,4.6,True
AF06890,TRIP_DRV003_03,DRV003,2024-02-06 10:56:38,2024-02-06 10:56:43,5,2,5558,57.76,50.5,7.22,18.15,1.092,0.488,0.2587,1065.7,0.00614,155.8,10.1,4.89,True
AF06891,TRIP_DRV003_03,DRV003,2024-02-06 10:56:40,2024-02-06 10:56:45,5,2,5560,48.72,50.5,-1.82,16.39,0.966,0.439,0.4302,905.8,0.01545,124.2,24.08,2.8,True
AF06892,TRIP_DRV003_03,DRV003,2024-02-06 10:56:42,2024-02-06 10:56:47,5,2,5562,49.92,50.5,-0.63,5.55,0.837,0.312,0.2146,880.1,0.01858,157.8,10.37,4.46,True
AF06893,TRIP_DRV003_03,DRV003,2024-02-06 10:56:44,2024-02-06 10:56:49,5,2,5564,54.3,50.5,3.76,19.38,0.548,0.487,0.3574,1171.9,0.01162,146.9,18.93,2.5,True
AF06894,TRIP_DRV003_03,DRV003,2024-02-06 10:56:46,2024-02-06 10:56:51,5,2,5566,45.6,50.5,-4.94,13.16,0.904,0.369,0.2593,1533.3,0.02064,146.2,12.46,3.22,True
AF06895,TRIP_DRV003_03,DRV003,2024-02-06 10:56:48,2024-02-06 10:56:53,5,2,5568,55.55,50.5,5.0,6.36,0.47,0.454,0.2759,1011.4,0.02,149.5,8.85,3.8,True
AF06896,TRIP_DRV003_03,DRV003,2024-02-06 10:56:50,2024-02-06 10:56:55,5,2,5570,47.99,50.5,-2.55,17.18,0.924,0.446,0.2865,1317.3,0.01935,136.6,33.15,5.04,True
AF06897,TRIP_DRV003_03,DRV003,2024-02-06 10:56:52,2024-02-06 10:56:57,5,2,5572,57.79,50.5,7.25,12.06,1.227,0.233,0.3642,1343.3,0.01445,151.1,29.97,3.39,True
AF06898,TRIP_DRV003_03,DRV003,2024-02-06 10:56:54,2024-02-06 10:56:59,5,2,5574,55.82,50.5,5.28,10.95,1.192,0.324,0.2026,1588.3,0.00516,134.5,30.06,4.77,True
AF06899,TRIP_DRV003_03,DRV003,2024-02-06 10:56:56,2024-02-06 10:57:01,5,2,5576,59.01,50.5,8.47,14.44,0.523,0.186,0.301,940.2,0.01658,123.8,11.18,4.22,True
AF06900,TRIP_DRV003_03,DRV003,2024-02-06 10:56:58,2024-02-06 10:57:03,5,2,5578,50.39,50.5,-0.15,5.83,0.887,0.514,0.4072,865.3,0.01108,156.1,34.03,4.02,True
AF06901,TRIP_DRV003_03,DRV003,2024-02-06 10:57:00,2024-02-06 10:57:05,5,2,5580,49.55,50.5,-0.99,3.49,1.404,0.229,0.4422,1692.4,0.02408,114.1,14.88,5.17,True
AF06902,TRIP_DRV003_03,DRV003,2024-02-06 10:57:02,2024-02-06 10:57:07,5,2,5582,57.16,50.5,6.62,8.17,1.207,0.38,0.3,1670.7,0.01247,114.9,33.72,3.83,True
AF06903,TRIP_DRV003_03,DRV003,2024-02-06 10:57:04,2024-02-06 10:57:09,5,2,5584,46.73,50.5,-3.81,13.38,0.851,0.362,0.2963,1705.8,0.01197,125.8,25.51,3.75,True
AF06904,TRIP_DRV003_03,DRV003,2024-02-06 10:57:06,2024-02-06 10:57:11,5,2,5586,45.79,50.5,-4.75,8.03,0.738,0.368,0.3379,1474.8,0.00904,140.8,24.88,3.07,True
AF06905,TRIP_DRV003_03,DRV003,2024-02-06 10:57:08,2024-02-06 10:57:13,5,2,5588,53.91,50.5,3.36,13.76,1.349,0.472,0.2218,846.5,0.00504,112.8,18.44,5.18,True
AF06906,TRIP_DRV003_03,DRV003,2024-02-06 10:57:10,2024-02-06 10:57:15,5,2,5590,47.19,50.5,-3.36,15.29,0.475,0.337,0.1743,1242.7,0.01585,152.7,17.8,5.42,True
AF06907,TRIP_DRV003_03,DRV003,2024-02-06 10:57:12,2024-02-06 10:57:17,5,2,5592,53.01,50.5,2.46,19.31,1.054,0.182,0.1869,1225.6,0.00838,152.8,26.31,5.17,True
AF06908,TRIP_DRV003_03,DRV003,2024-02-06 10:57:14,2024-02-06 10:57:19,5,2,5594,58.08,50.5,7.53,8.07,1.29,0.517,0.3496,1631.1,0.00556,159.5,30.2,4.62,True
AF06909,TRIP_DRV003_03,DRV003,2024-02-06 10:57:16,2024-02-06 10:57:21,5,2,5596,47.56,50.5,-2.98,14.19,0.446,0.455,0.1993,1421.3,0.00838,135.9,24.87,3.91,True
AF06910,TRIP_DRV003_03,DRV003,2024-02-06 10:57:18,2024-02-06 10:57:23,5,2,5598,55.7,50.5,5.15,10.94,0.766,0.54,0.3348,1104.9,0.00883,136.1,26.96,4.54,True
AF06911,TRIP_DRV003_03,DRV003,2024-02-06 10:57:20,2024-02-06 10:57:25,5,2,5600,45.83,50.5,-4.72,4.26,0.855,0.34,0.2369,1215.2,0.00507,158.5,11.7,4.5,True
AF06912,TRIP_DRV003_03,DRV003,2024-02-06 10:57:22,2024-02-06 10:57:27,5,2,5602,47.38,50.5,-3.16,14.35,0.83,0.466,0.273,1565.3,0.01725,141.9,33.52,4.85,True
AF06913,TRIP_DRV003_03,DRV003,2024-02-06 10:57:24,2024-02-06 10:57:29,5,2,5604,50.83,50.5,0.29,4.29,0.603,0.27,0.1649,1024.1,0.01649,118.9,14.88,3.82,True
AF06914,TRIP_DRV003_03,DRV003,2024-02-06 10:57:26,2024-02-06 10:57:31,5,2,5606,47.56,50.5,-2.98,15.66,1.212,0.54,0.4009,919.1,0.01016,132.1,13.56,3.18,True
AF06915,TRIP_DRV003_03,DRV003,2024-02-06 10:57:28,2024-02-06 10:57:33,5,2,5608,47.92,50.5,-2.62,11.42,1.182,0.495,0.4246,1383.6,0.01431,137.1,31.99,4.43,True
AF06916,TRIP_DRV003_03,DRV003,2024-02-06 10:57:30,2024-02-06 10:57:35,5,2,5610,47.31,50.5,-3.23,4.95,1.15,0.239,0.2448,926.4,0.02099,158.3,26.06,4.15,True
AF06917,TRIP_DRV003_03,DRV003,2024-02-06 10:57:32,2024-02-06 10:57:37,5,2,5612,54.87,50.5,4.32,10.48,1.277,0.477,0.1515,1146.9,0.02409,114.0,15.02,5.19,True
AF06918,TRIP_DRV003_03,DRV003,2024-02-06 10:57:34,2024-02-06 10:57:39,5,2,5614,47.4,50.5,-3.14,19.18,0.426,0.577,0.3502,1440.9,0.01315,123.9,19.76,5.21,True
AF06919,TRIP_DRV003_03,DRV003,2024-02-06 10:57:36,2024-02-06 10:57:41,5,2,5616,60.01,50.5,9.47,4.38,1.317,0.337,0.442,1382.0,0.01819,139.3,11.7,5.42,True
AF06920,TRIP_DRV003_03,DRV003,2024-02-06 10:57:38,2024-02-06 10:57:43,5,2,5618,53.83,50.5,3.29,14.88,1.182,0.45,0.3063,1754.1,0.01585,143.9,25.16,3.85,True
AF06921,TRIP_DRV003_03,DRV003,2024-02-06 10:57:40,2024-02-06 10:57:45,5,2,5620,58.9,50.5,8.35,8.78,1.491,0.55,0.3305,824.1,0.01442,148.6,17.25,2.88,True
AF06922,TRIP_DRV003_03,DRV003,2024-02-06 10:57:42,2024-02-06 10:57:47,5,2,5622,57.74,50.5,7.2,12.15,1.455,0.281,0.2579,824.8,0.00724,159.5,17.46,4.75,True
AF06923,TRIP_DRV003_03,DRV003,2024-02-06 10:57:44,2024-02-06 10:57:49,5,2,5624,51.13,50.5,0.58,19.97,0.634,0.488,0.1716,1008.3,0.00787,118.5,13.35,2.89,True
AF06924,TRIP_DRV003_03,DRV003,2024-02-06 10:57:46,2024-02-06 10:57:51,5,2,5626,45.57,50.5,-4.97,11.66,1.313,0.192,0.363,1553.0,0.01389,148.8,28.76,2.88,True
AF06925,TRIP_DRV003_03,DRV003,2024-02-06 10:57:48,2024-02-06 10:57:53,5,2,5628,57.4,50.5,6.85,8.05,1.026,0.34,0.2883,1574.3,0.02492,159.0,29.25,2.52,True
AF06926,TRIP_DRV003_03,DRV003,2024-02-06 10:57:50,2024-02-06 10:57:55,5,2,5630,55.22,50.5,4.68,17.38,1.293,0.224,0.2509,1306.9,0.02249,117.8,28.05,4.71,True
AF06927,TRIP_DRV003_03,DRV003,2024-02-06 10:57:52,2024-02-06 10:57:57,5,2,5632,53.7,50.5,3.15,16.76,0.79,0.53,0.406,980.4,0.01285,126.9,19.71,3.39,True
AF06928,TRIP_DRV003_03,DRV003,2024-02-06 10:57:54,2024-02-06 10:57:59,5,2,5634,53.69,50.5,3.14,12.65,0.684,0.152,0.3099,1232.0,0.02134,131.9,11.55,2.66,True
AF06929,TRIP_DRV003_03,DRV003,2024-02-06 10:57:56,2024-02-06 10:58:01,5,2,5636,58.38,50.5,7.84,15.34,0.729,0.506,0.292,1799.7,0.02113,126.5,34.46,3.37,True
AF06930,TRIP_DRV003_03,DRV003,2024-02-06 10:57:58,2024-02-06 10:58:03,5,2,5638,54.88,50.5,4.34,3.84,0.468,0.587,0.1943,1740.1,0.00989,119.6,20.62,3.67,True
AF06931,TRIP_DRV003_03,DRV003,2024-02-06 10:58:00,2024-02-06 10:58:05,5,2,5640,50.95,50.5,0.41,8.59,0.602,0.173,0.3601,975.0,0.02214,133.4,34.81,3.37,True
AF06932,TRIP_DRV003_03,DRV003,2024-02-06 10:58:02,2024-02-06 10:58:07,5,2,5642,59.42,50.5,8.88,14.13,0.968,0.432,0.2927,1112.5,0.00517,133.5,16.42,5.45,True
AF06933,TRIP_DRV003_03,DRV003,2024-02-06 10:58:04,2024-02-06 10:58:09,5,2,5644,51.99,50.5,1.45,4.27,1.115,0.177,0.1502,959.0,0.0111,143.7,31.97,3.26,True
AF06934,TRIP_DRV003_03,DRV003,2024-02-06 10:58:06,2024-02-06 10:58:11,5,2,5646,47.94,50.5,-2.61,19.1,0.776,0.286,0.2066,1582.3,0.00611,123.4,18.65,2.96,True
AF06935,TRIP_DRV003_03,DRV003,2024-02-06 10:58:08,2024-02-06 10:58:13,5,2,5648,51.2,50.5,0.66,17.08,1.188,0.517,0.3145,1369.1,0.01212,131.9,11.39,2.71,True
AF06936,TRIP_DRV003_03,DRV003,2024-02-06 10:58:10,2024-02-06 10:58:15,5,2,5650,59.53,50.5,8.99,3.83,1.434,0.221,0.3125,1176.5,0.0139,138.2,16.09,4.81,True
AF06937,TRIP_DRV003_03,DRV003,2024-02-06 10:58:12,2024-02-06 10:58:17,5,2,5652,60.38,50.5,9.84,8.01,1.275,0.393,0.3097,1147.4,0.02067,121.8,34.26,4.7,True
AF06938,TRIP_DRV003_03,DRV003,2024-02-06 10:58:14,2024-02-06 10:58:19,5,2,5654,59.88,50.5,9.34,17.14,0.888,0.374,0.3933,1274.8,0.01103,122.0,12.22,4.89,True
AF06939,TRIP_DRV003_03,DRV003,2024-02-06 10:58:16,2024-02-06 10:58:21,5,2,5656,59.23,50.5,8.69,10.51,0.966,0.208,0.3692,1625.0,0.00775,125.4,31.17,5.38,True
AF06940,TRIP_DRV003_03,DRV003,2024-02-06 10:58:18,2024-02-06 10:58:23,5,2,5658,48.5,50.5,-2.04,4.49,0.695,0.326,0.3707,1548.2,0.00895,113.1,26.08,4.63,True
AF06941,TRIP_DRV003_03,DRV003,2024-02-06 10:58:20,2024-02-06 10:58:25,5,2,5660,55.04,50.5,4.5,5.2,0.484,0.309,0.1823,1322.6,0.01699,113.0,11.46,2.9,True
AF06942,TRIP_DRV003_03,DRV003,2024-02-06 10:58:22,2024-02-06 10:58:27,5,2,5662,45.72,50.5,-4.83,19.82,1.064,0.495,0.2294,1339.8,0.0098,124.3,25.87,3.37,True
AF06943,TRIP_DRV003_03,DRV003,2024-02-06 10:58:24,2024-02-06 10:58:29,5,2,5664,55.37,50.5,4.82,18.71,0.92,0.296,0.3962,1656.3,0.02482,122.9,14.73,3.28,True
AF06944,TRIP_DRV003_03,DRV003,2024-02-06 10:58:26,2024-02-06 10:58:31,5,2,5666,53.36,50.5,2.82,15.25,0.607,0.34,0.1527,1786.1,0.01415,135.6,22.17,4.42,True
AF06945,TRIP_DRV003_03,DRV003,2024-02-06 10:58:28,2024-02-06 10:58:33,5,2,5668,53.09,50.5,2.54,4.58,0.774,0.521,0.3143,1268.5,0.01516,117.4,30.54,5.07,True
AF06946,TRIP_DRV003_03,DRV003,2024-02-06 10:58:30,2024-02-06 10:58:35,5,2,5670,49.78,50.5,-0.77,5.68,1.0,0.596,0.2944,1545.5,0.02246,145.6,25.49,3.35,True
AF06947,TRIP_DRV003_03,DRV003,2024-02-06 10:58:32,2024-02-06 10:58:37,5,2,5672,46.7,50.5,-3.84,10.28,0.617,0.548,0.2839,1090.9,0.01599,122.6,29.51,5.36,True
AF06948,TRIP_DRV003_03,DRV003,2024-02-06 10:58:34,2024-02-06 10:58:39,5,2,5674,57.56,50.5,7.02,5.43,1.435,0.342,0.2103,1354.9,0.01376,132.5,22.97,4.11,True
AF06949,TRIP_DRV003_03,DRV003,2024-02-06 10:58:36,2024-02-06 10:58:41,5,2,5676,55.53,50.5,4.98,16.74,0.956,0.208,0.2094,1701.4,0.01429,145.2,24.03,5.14,True
AF06950,TRIP_DRV003_03,DRV003,2024-02-06 10:58:38,2024-02-06 10:58:43,5,2,5678,59.29,50.5,8.75,19.82,0.808,0.427,0.3864,956.0,0.01456,159.1,33.68,2.62,True
AF06951,TRIP_DRV003_03,DRV003,2024-02-06 10:58:40,2024-02-06 10:58:45,5,2,5680,53.77,50.5,3.23,18.88,1.278,0.484,0.3285,926.2,0.01175,134.3,18.72,3.66,True
AF06952,TRIP_DRV003_03,DRV003,2024-02-06 10:58:42,2024-02-06 10:58:47,5,2,5682,53.92,50.5,3.38,18.0,1.327,0.229,0.2998,1659.6,0.01523,137.9,22.92,4.6,True
AF06953,TRIP_DRV003_03,DRV003,2024-02-06 10:58:44,2024-02-06 10:58:49,5,2,5684,45.94,50.5,-4.6,15.91,0.72,0.449,0.1658,1256.4,0.02497,119.2,9.98,2.92,True
AF06954,TRIP_DRV003_03,DRV003,2024-02-06 10:58:46,2024-02-06 10:58:51,5,2,5686,49.54,50.5,-1.01,10.7,1.21,0.36,0.3729,1268.1,0.02415,129.7,10.62,3.18,True
AF06955,TRIP_DRV003_03,DRV003,2024-02-06 10:58:48,2024-02-06 10:58:53,5,2,5688,48.07,50.5,-2.47,14.74,1.405,0.153,0.1707,1204.6,0.0064,122.8,11.14,2.56,True
AF06956,TRIP_DRV003_03,DRV003,2024-02-06 10:58:50,2024-02-06 10:58:55,5,2,5690,51.66,50.5,1.12,3.92,1.432,0.536,0.3741,1007.3,0.02121,138.3,25.28,5.25,True
AF06957,TRIP_DRV003_03,DRV003,2024-02-06 10:58:52,2024-02-06 10:58:57,5,2,5692,59.61,50.5,9.07,13.92,0.702,0.541,0.3106,1768.5,0.00708,138.8,10.12,3.67,True
AF06958,TRIP_DRV003_03,DRV003,2024-02-06 10:58:54,2024-02-06 10:58:59,5,2,5694,59.84,50.5,9.3,15.0,0.549,0.272,0.1679,1159.6,0.02497,115.6,29.45,5.46,True
AF06959,TRIP_DRV003_03,DRV003,2024-02-06 10:58:56,2024-02-06 10:59:01,5,2,5696,58.46,50.5,7.92,3.07,1.053,0.535,0.2755,1177.9,0.00969,143.4,34.74,2.54,True
AF06960,TRIP_DRV003_03,DRV003,2024-02-06 10:58:58,2024-02-06 10:59:03,5,2,5698,46.19,50.5,-4.36,4.47,0.658,0.197,0.3231,1302.0,0.02322,151.2,25.41,5.42,True
AF06961,TRIP_DRV003_03,DRV003,2024-02-06 10:59:00,2024-02-06 10:59:05,5,2,5700,54.25,50.5,3.7,15.52,1.212,0.42,0.4295,942.7,0.0148,128.9,34.78,5.08,True
AF06962,TRIP_DRV003_03,DRV003,2024-02-06 10:59:02,2024-02-06 10:59:07,5,2,5702,59.26,50.5,8.71,18.5,0.819,0.195,0.3247,1254.4,0.01217,132.9,31.94,4.1,True
AF06963,TRIP_DRV003_03,DRV003,2024-02-06 10:59:04,2024-02-06 10:59:09,5,2,5704,48.25,50.5,-2.29,5.21,1.154,0.223,0.3818,894.6,0.02203,153.1,27.59,4.44,True
AF06964,TRIP_DRV003_03,DRV003,2024-02-06 10:59:06,2024-02-06 10:59:11,5,2,5706,59.62,50.5,9.08,14.36,1.342,0.386,0.3164,1127.2,0.01425,121.1,25.4,2.88,True
AF06965,TRIP_DRV003_03,DRV003,2024-02-06 10:59:08,2024-02-06 10:59:13,5,2,5708,45.95,50.5,-4.59,13.91,0.52,0.234,0.265,1011.1,0.01444,149.5,32.93,5.38,True
AF06966,TRIP_DRV003_03,DRV003,2024-02-06 10:59:10,2024-02-06 10:59:15,5,2,5710,52.41,50.5,1.86,7.85,1.054,0.491,0.29,1564.2,0.01287,129.9,22.85,3.44,True
AF06967,TRIP_DRV003_03,DRV003,2024-02-06 10:59:12,2024-02-06 10:59:17,5,2,5712,54.9,50.5,4.36,14.42,1.293,0.314,0.415,1595.0,0.0197,156.8,11.31,4.89,True
AF06968,TRIP_DRV003_03,DRV003,2024-02-06 10:59:14,2024-02-06 10:59:19,5,2,5714,56.29,50.5,5.74,4.68,1.391,0.31,0.1976,812.1,0.01963,142.9,27.07,4.95,True
AF06969,TRIP_DRV003_03,DRV003,2024-02-06 10:59:16,2024-02-06 10:59:21,5,2,5716,51.31,50.5,0.76,16.66,0.918,0.323,0.2623,1516.3,0.01249,158.8,30.46,3.13,True
AF06970,TRIP_DRV003_03,DRV003,2024-02-06 10:59:18,2024-02-06 10:59:23,5,2,5718,52.73,50.5,2.19,9.81,0.674,0.273,0.3136,951.0,0.01069,117.9,30.42,3.56,True
AF06971,TRIP_DRV003_03,DRV003,2024-02-06 10:59:20,2024-02-06 10:59:25,5,2,5720,58.58,50.5,8.03,3.44,0.686,0.272,0.4177,1591.3,0.01176,115.9,18.8,4.76,True
AF06972,TRIP_DRV003_03,DRV003,2024-02-06 10:59:22,2024-02-06 10:59:27,5,2,5722,53.9,50.5,3.36,14.46,0.536,0.157,0.3194,1240.4,0.02005,121.6,12.19,3.95,True
AF06973,TRIP_DRV003_03,DRV003,2024-02-06 10:59:24,2024-02-06 10:59:29,5,2,5724,56.57,50.5,6.03,5.05,1.28,0.199,0.1859,1376.3,0.01744,138.4,15.03,5.42,True
AF06974,TRIP_DRV003_03,DRV003,2024-02-06 10:59:26,2024-02-06 10:59:31,5,2,5726,53.13,50.5,2.58,12.85,0.424,0.241,0.1685,969.0,0.01205,117.7,21.9,3.16,True
AF06975,TRIP_DRV003_03,DRV003,2024-02-06 10:59:28,2024-02-06 10:59:33,5,2,5728,55.51,50.5,4.97,13.48,1.202,0.265,0.3465,1642.6,0.01208,155.6,29.16,4.51,True
AF06976,TRIP_DRV003_03,DRV003,2024-02-06 10:59:30,2024-02-06 10:59:35,5,2,5730,57.57,50.5,7.03,8.9,0.962,0.233,0.1853,1752.4,0.00652,119.8,8.41,3.38,True
AF06977,TRIP_DRV003_03,DRV003,2024-02-06 10:59:32,2024-02-06 10:59:37,5,2,5732,46.98,50.5,-3.56,19.39,0.757,0.252,0.2617,1644.9,0.01996,156.8,30.78,4.35,True
AF06978,TRIP_DRV003_03,DRV003,2024-02-06 10:59:34,2024-02-06 10:59:39,5,2,5734,46.8,50.5,-3.74,7.66,1.203,0.243,0.2497,1398.0,0.01653,120.8,33.33,4.78,True
AF06979,TRIP_DRV003_03,DRV003,2024-02-06 10:59:36,2024-02-06 10:59:41,5,2,5736,50.16,50.5,-0.39,18.72,0.559,0.371,0.32,1722.6,0.01298,140.6,23.74,5.34,True
AF06980,TRIP_DRV003_03,DRV003,2024-02-06 10:59:38,2024-02-06 10:59:43,5,2,5738,57.85,50.5,7.31,9.72,1.314,0.282,0.2717,1284.9,0.01532,139.7,14.56,5.2,True
AF06981,TRIP_DRV003_03,DRV003,2024-02-06 10:59:40,2024-02-06 10:59:45,5,2,5740,53.32,50.5,2.78,16.09,0.582,0.495,0.2853,875.3,0.02141,144.4,22.73,2.85,True
AF06982,TRIP_DRV003_03,DRV003,2024-02-06 10:59:42,2024-02-06 10:59:47,5,2,5742,51.7,50.5,1.15,18.33,0.589,0.344,0.2674,911.0,0.0104,112.7,20.83,5.08,True
AF06983,TRIP_DRV003_03,DRV003,2024-02-06 10:59:44,2024-02-06 10:59:49,5,2,5744,48.55,50.5,-2.0,8.09,0.737,0.22,0.2984,1418.3,0.02357,112.7,26.81,3.39,True
AF06984,TRIP_DRV003_03,DRV003,2024-02-06 10:59:46,2024-02-06 10:59:51,5,2,5746,70.42,50.5,19.87,64.9,0.111,0.96,0.7446,3321.1,0.09014,187.6,67.96,9.8,True
AF06985,TRIP_DRV003_03,DRV003,2024-02-06 10:59:48,2024-02-06 10:59:53,5,2,5748,76.77,50.5,26.23,59.15,0.109,0.978,0.7033,3408.6,0.06573,254.1,71.91,7.5,True
AF06986,TRIP_DRV003_03,DRV003,2024-02-06 10:59:50,2024-02-06 10:59:55,5,2,5750,75.5,50.5,24.95,78.59,0.174,0.882,0.8002,2602.2,0.06484,242.8,66.91,10.59,True
AF06987,TRIP_DRV003_03,DRV003,2024-02-06 10:59:52,2024-02-06 10:59:57,5,2,5752,73.87,50.5,23.33,60.92,0.116,0.925,0.7562,3303.2,0.08567,203.2,70.68,7.46,True
AF06988,TRIP_DRV003_03,DRV003,2024-02-06 10:59:54,2024-02-06 10:59:59,5,2,5754,78.04,50.5,27.49,66.76,0.116,0.889,0.7052,3363.5,0.06966,229.8,59.16,10.22,True
AF06989,TRIP_DRV003_03,DRV003,2024-02-06 10:59:56,2024-02-06 11:00:01,5,2,5756,78.45,50.5,27.91,56.32,0.189,0.95,0.7171,3055.2,0.08682,205.4,70.68,7.92,True
AF06990,TRIP_DRV003_03,DRV003,2024-02-06 10:59:58,2024-02-06 11:00:03,5,2,5758,76.39,50.5,25.85,59.76,0.137,0.935,0.7929,2690.8,0.09986,269.4,79.68,8.68,True
