sensor_id,trip_id,driver_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,speed_kmh,gps_lat,gps_lon,sample_rate_hz,phone_orientation,event_label_gt
ACC09894,TRIP_DRV003_03,DRV003,2024-02-06 11:22:39,6699.0,1.3179,-0.0687,9.838,0.87,-0.087,-89.096,36.2,29.897467,76.915728,25,LANDSCAPE,AGG_RIGHT_LANE_CHANGE
ACC09895,TRIP_DRV003_03,DRV003,2024-02-06 11:22:40,6700.5,-0.0154,0.1454,9.6916,0.604,0.336,-0.221,49.9,29.897764,76.915632,25,LANDSCAPE,NORMAL
ACC09896,TRIP_DRV003_03,DRV003,2024-02-06 11:22:42,6702.0,-0.8986,0.1901,9.8746,-0.762,0.778,68.214,51.4,29.898079,76.915507,25,LANDSCAPE,AGG_LEFT_LANE_CHANGE
ACC09897,TRIP_DRV003_03,DRV003,2024-02-06 11:22:43,6703.5,0.1913,-0.1267,9.9032,-0.47,-0.327,-0.355,58.6,29.898373,76.915405,25,FLAT,NORMAL
ACC09898,TRIP_DRV003_03,DRV003,2024-02-06 11:22:45,6705.0,-0.1705,0.2373,9.7378,-0.797,0.56,1.283,62.6,29.898671,76.915281,25,LANDSCAPE,NORMAL
ACC09899,TRIP_DRV003_03,DRV003,2024-02-06 11:22:46,6706.5,-0.099,-1.8507,9.796,-0.294,-1.363,-0.513,67.4,29.898957,76.915169,25,FLAT,AGGRESSIVE_BRAKING
ACC09900,TRIP_DRV003_03,DRV003,2024-02-06 11:22:48,6708.0,1.392,0.1134,9.8117,1.174,-0.744,-77.635,64.4,29.899279,76.915084,25,LANDSCAPE,AGG_RIGHT_LANE_CHANGE
ACC09901,TRIP_DRV003_03,DRV003,2024-02-06 11:22:49,6709.5,-1.4547,0.2174,9.9597,-1.043,0.272,43.425,58.8,29.899571,76.914974,25,FLAT,AGGRESSIVE_LEFT_TURN
ACC09902,TRIP_DRV003_03,DRV003,2024-02-06 11:22:51,6711.0,0.041,0.0691,9.6397,-0.167,0.576,0.715,75.3,29.899896,76.914842,25,PORTRAIT,NORMAL
ACC09903,TRIP_DRV003_03,DRV003,2024-02-06 11:22:52,6712.5,0.107,-0.2553,9.7057,0.611,0.937,-1.448,73.4,29.900202,76.914758,25,LANDSCAPE,NORMAL
ACC09904,TRIP_DRV003_03,DRV003,2024-02-06 11:22:54,6714.0,0.2186,-0.1767,9.9042,0.043,0.535,1.778,70.5,29.900492,76.914623,25,FLAT,NORMAL
ACC09905,TRIP_DRV003_03,DRV003,2024-02-06 11:22:55,6715.5,0.094,2.0169,9.7416,-0.386,1.342,0.682,47.1,29.900781,76.914501,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC09906,TRIP_DRV003_03,DRV003,2024-02-06 11:22:57,6717.0,0.1994,0.2575,9.843,-0.3,0.767,1.735,72.8,29.901098,76.914402,25,LANDSCAPE,NORMAL
ACC09907,TRIP_DRV003_03,DRV003,2024-02-06 11:22:58,6718.5,-0.0894,0.2306,9.9824,-0.661,-0.269,1.88,42.4,29.901402,76.914318,25,PORTRAIT,NORMAL
ACC09908,TRIP_DRV003_03,DRV003,2024-02-06 11:23:00,6720.0,-0.0942,0.2301,9.9908,0.674,-0.12,0.296,71.2,29.901729,76.914184,25,LANDSCAPE,NORMAL
ACC09909,TRIP_DRV003_03,DRV003,2024-02-06 11:23:01,6721.5,0.172,-0.134,9.8839,0.911,0.08,1.662,50.3,29.902017,76.91408,25,LANDSCAPE,NORMAL
ACC09910,TRIP_DRV003_03,DRV003,2024-02-06 11:23:03,6723.0,0.1527,0.0935,9.6327,0.143,0.505,-0.754,52.8,29.902317,76.913985,25,LANDSCAPE,NORMAL
ACC09911,TRIP_DRV003_03,DRV003,2024-02-06 11:23:04,6724.5,-0.2528,-0.0766,9.9177,-0.769,0.817,-0.051,38.3,29.902634,76.913868,25,PORTRAIT,NORMAL
ACC09912,TRIP_DRV003_03,DRV003,2024-02-06 11:23:06,6726.0,-0.1472,0.2153,9.6299,0.915,0.038,-0.806,65.8,29.902935,76.913747,25,LANDSCAPE,NORMAL
ACC09913,TRIP_DRV003_03,DRV003,2024-02-06 11:23:07,6727.5,0.1095,0.2801,9.7865,-0.811,-0.982,0.011,68.1,29.903211,76.913631,25,LANDSCAPE,NORMAL
ACC09914,TRIP_DRV003_03,DRV003,2024-02-06 11:23:09,6729.0,0.0103,0.1201,9.8495,0.97,0.409,1.633,46.1,29.903518,76.91353,25,PORTRAIT,NORMAL
ACC09915,TRIP_DRV003_03,DRV003,2024-02-06 11:23:10,6730.5,-1.2605,-0.4608,9.6918,-1.275,0.677,88.532,68.5,29.903824,76.913402,25,LANDSCAPE,AGGRESSIVE_LEFT_TURN
ACC09916,TRIP_DRV003_03,DRV003,2024-02-06 11:23:12,6732.0,0.144,-0.2488,9.8003,0.92,-0.347,-0.809,49.3,29.90416,76.913292,25,LANDSCAPE,NORMAL
ACC09917,TRIP_DRV003_03,DRV003,2024-02-06 11:23:13,6733.5,0.2173,0.0063,12.4253,0.996,-1.965,1.708,41.9,29.904451,76.913193,25,LANDSCAPE,SPEED_BUMP
ACC09918,TRIP_DRV003_03,DRV003,2024-02-06 11:23:15,6735.0,0.0042,0.0955,9.7518,0.334,-0.049,-1.789,65.2,29.904763,76.913099,25,PORTRAIT,NORMAL
ACC09919,TRIP_DRV003_03,DRV003,2024-02-06 11:23:16,6736.5,-0.3723,0.3194,11.3772,0.411,0.105,2.042,54.5,29.905057,76.912954,25,FLAT,SPEED_BUMP
ACC09920,TRIP_DRV003_03,DRV003,2024-02-06 11:23:18,6738.0,-0.0809,0.2853,9.9426,0.353,0.782,0.98,76.5,29.905374,76.912865,25,LANDSCAPE,NORMAL
ACC09921,TRIP_DRV003_03,DRV003,2024-02-06 11:23:19,6739.5,-0.2844,0.2812,9.832,-0.074,-0.667,0.71,48.2,29.905663,76.912761,25,LANDSCAPE,NORMAL
ACC09922,TRIP_DRV003_03,DRV003,2024-02-06 11:23:21,6741.0,0.0878,-0.253,9.9479,0.943,0.926,0.684,39.8,29.905952,76.912652,25,FLAT,NORMAL
ACC09923,TRIP_DRV003_03,DRV003,2024-02-06 11:23:22,6742.5,0.0066,-0.0111,9.999,-0.97,-0.185,0.087,69.7,29.906287,76.912538,25,FLAT,NORMAL
ACC09924,TRIP_DRV003_03,DRV003,2024-02-06 11:23:24,6744.0,-0.1571,0.0529,9.9546,-0.785,0.185,1.818,66.2,29.906571,76.912426,25,PORTRAIT,NORMAL
ACC09925,TRIP_DRV003_03,DRV003,2024-02-06 11:23:25,6745.5,0.0978,0.2974,9.9618,-0.337,0.728,1.924,37.6,29.906889,76.912289,25,FLAT,NORMAL
ACC09926,TRIP_DRV003_03,DRV003,2024-02-06 11:23:27,6747.0,0.0927,0.2859,9.669,0.549,-0.523,0.252,72.7,29.907183,76.912179,25,PORTRAIT,NORMAL
ACC09927,TRIP_DRV003_03,DRV003,2024-02-06 11:23:28,6748.5,0.2989,0.0357,9.9496,-0.396,0.141,-0.439,79.2,29.907488,76.912098,25,PORTRAIT,NORMAL
ACC09928,TRIP_DRV003_03,DRV003,2024-02-06 11:23:30,6750.0,0.2334,-0.2639,9.6759,-0.67,-0.462,0.521,51.3,29.907785,76.911986,25,FLAT,NORMAL
ACC09929,TRIP_DRV003_03,DRV003,2024-02-06 11:23:31,6751.5,-0.2582,0.0096,9.9069,0.526,0.512,0.289,34.4,29.908096,76.911847,25,FLAT,NORMAL
ACC09930,TRIP_DRV003_03,DRV003,2024-02-06 11:23:33,6753.0,1.4865,-0.3566,9.9044,1.1,-0.777,-67.592,40.5,29.908381,76.911753,25,FLAT,AGG_RIGHT_LANE_CHANGE
ACC09931,TRIP_DRV003_03,DRV003,2024-02-06 11:23:34,6754.5,-0.1129,0.3068,11.3369,-1.284,-1.991,-0.681,44.5,29.908713,76.911635,25,LANDSCAPE,POTHOLE
ACC09932,TRIP_DRV003_03,DRV003,2024-02-06 11:23:36,6756.0,1.0186,0.4689,9.7061,1.356,-0.093,-59.195,36.7,29.909,76.911521,25,FLAT,AGGRESSIVE_RIGHT_TURN
ACC09933,TRIP_DRV003_03,DRV003,2024-02-06 11:23:37,6757.5,0.2148,0.2275,9.9714,-0.307,-0.688,1.579,79.6,29.909307,76.91143,25,FLAT,NORMAL
ACC09934,TRIP_DRV003_03,DRV003,2024-02-06 11:23:39,6759.0,0.2887,0.2456,9.7756,0.827,0.774,0.671,60.6,29.909617,76.911307,25,FLAT,NORMAL
ACC09935,TRIP_DRV003_03,DRV003,2024-02-06 11:23:40,6760.5,0.2643,-0.2904,9.7392,-0.911,0.772,-1.202,30.7,29.909916,76.911197,25,PORTRAIT,NORMAL
ACC09936,TRIP_DRV003_03,DRV003,2024-02-06 11:23:42,6762.0,0.0012,-0.175,9.7744,0.249,-0.974,-0.675,76.1,29.91021,76.91108,25,LANDSCAPE,NORMAL
ACC09937,TRIP_DRV003_03,DRV003,2024-02-06 11:23:43,6763.5,0.0411,0.2482,9.7078,0.256,0.379,0.731,61.7,29.910524,76.910992,25,LANDSCAPE,NORMAL
ACC09938,TRIP_DRV003_03,DRV003,2024-02-06 11:23:45,6765.0,-0.1528,-0.1462,9.7458,-0.309,0.113,-1.899,54.0,29.910849,76.910853,25,PORTRAIT,NORMAL
ACC09939,TRIP_DRV003_03,DRV003,2024-02-06 11:23:46,6766.5,-0.8485,0.1972,9.7033,-0.781,0.033,74.476,67.0,29.911126,76.91075,25,PORTRAIT,AGGRESSIVE_LEFT_TURN
ACC09940,TRIP_DRV003_03,DRV003,2024-02-06 11:23:48,6768.0,0.1397,0.2528,9.6963,0.372,0.967,0.54,34.0,29.911444,76.910638,25,FLAT,NORMAL
ACC09941,TRIP_DRV003_03,DRV003,2024-02-06 11:23:49,6769.5,0.0245,-1.6732,9.6822,-0.296,-1.413,1.301,33.2,29.911728,76.910542,25,PORTRAIT,AGGRESSIVE_BRAKING
ACC09942,TRIP_DRV003_03,DRV003,2024-02-06 11:23:51,6771.0,0.1906,0.2315,9.726,0.547,-0.068,-1.099,45.2,29.912065,76.91044,25,LANDSCAPE,NORMAL
ACC09943,TRIP_DRV003_03,DRV003,2024-02-06 11:23:52,6772.5,0.0546,0.0815,9.8678,-0.169,-0.51,-1.948,65.9,29.912349,76.910315,25,LANDSCAPE,NORMAL
ACC09944,TRIP_DRV003_03,DRV003,2024-02-06 11:23:54,6774.0,0.0526,-0.0504,9.7615,0.252,0.481,-1.471,52.2,29.912667,76.910204,25,FLAT,NORMAL
ACC09945,TRIP_DRV003_03,DRV003,2024-02-06 11:23:55,6775.5,0.283,0.0672,9.6786,0.21,-0.326,-0.447,51.0,29.912964,76.910106,25,PORTRAIT,NORMAL
ACC09946,TRIP_DRV003_03,DRV003,2024-02-06 11:23:57,6777.0,0.0098,0.2077,9.6261,0.927,0.6,-1.493,71.9,29.913264,76.909973,25,LANDSCAPE,NORMAL
ACC09947,TRIP_DRV003_03,DRV003,2024-02-06 11:23:58,6778.5,0.0875,0.0632,9.8846,0.111,0.834,-0.02,65.8,29.913579,76.909867,25,FLAT,NORMAL
ACC09948,TRIP_DRV003_03,DRV003,2024-02-06 11:24:00,6780.0,0.1401,0.0395,9.6136,0.521,0.278,-0.258,33.7,29.913864,76.909779,25,LANDSCAPE,NORMAL
ACC09949,TRIP_DRV003_03,DRV003,2024-02-06 11:24:01,6781.5,-0.116,-0.3856,12.5445,-1.009,-0.372,-3.068,76.3,29.914188,76.909649,25,LANDSCAPE,SPEED_BUMP
ACC09950,TRIP_DRV003_03,DRV003,2024-02-06 11:24:03,6783.0,-0.2822,0.2039,12.2268,-0.602,-1.918,-3.642,55.0,29.914467,76.909553,25,FLAT,SPEED_BUMP
ACC09951,TRIP_DRV003_03,DRV003,2024-02-06 11:24:04,6784.5,-0.0146,1.8945,9.7064,0.087,1.48,-0.336,56.4,29.914779,76.909421,25,LANDSCAPE,AGGRESSIVE_ACCEL
ACC09952,TRIP_DRV003_03,DRV003,2024-02-06 11:24:06,6786.0,-0.2846,0.2583,9.6577,0.336,-0.063,1.123,78.9,29.915071,76.909308,25,LANDSCAPE,NORMAL
ACC09953,TRIP_DRV003_03,DRV003,2024-02-06 11:24:07,6787.5,0.1605,-1.9339,9.8814,-0.07,-1.212,0.153,74.1,29.915395,76.909222,25,LANDSCAPE,AGGRESSIVE_BRAKING
ACC09954,TRIP_DRV003_03,DRV003,2024-02-06 11:24:09,6789.0,-0.2258,-0.0798,9.9224,-0.81,0.054,-0.659,60.3,29.915707,76.90909,25,PORTRAIT,NORMAL
ACC09955,TRIP_DRV003_03,DRV003,2024-02-06 11:24:10,6790.5,-0.2092,0.1125,9.9299,-0.946,0.262,1.329,31.7,29.915995,76.909005,25,FLAT,NORMAL
ACC09956,TRIP_DRV003_03,DRV003,2024-02-06 11:24:12,6792.0,0.0873,-0.0296,9.7842,0.537,0.832,1.076,78.3,29.9163,76.908865,25,FLAT,NORMAL
ACC09957,TRIP_DRV003_03,DRV003,2024-02-06 11:24:13,6793.5,-0.2183,-0.2981,9.6026,-0.473,-0.924,0.076,51.9,29.916598,76.908782,25,PORTRAIT,NORMAL
ACC09958,TRIP_DRV003_03,DRV003,2024-02-06 11:24:15,6795.0,0.0944,0.2075,9.9628,-0.22,0.682,1.262,41.3,29.916897,76.908654,25,LANDSCAPE,NORMAL
ACC09959,TRIP_DRV003_03,DRV003,2024-02-06 11:24:16,6796.5,-0.0079,-0.2179,9.689,-0.053,0.504,0.333,73.5,29.917207,76.908544,25,LANDSCAPE,NORMAL
ACC09960,TRIP_DRV003_03,DRV003,2024-02-06 11:24:18,6798.0,1.3481,0.1215,9.9481,1.449,-0.261,-57.352,46.7,29.917508,76.908419,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC09961,TRIP_DRV003_03,DRV003,2024-02-06 11:24:19,6799.5,-0.0969,-0.2734,9.97,0.547,-0.949,0.838,31.4,29.91784,76.908314,25,FLAT,NORMAL
ACC09962,TRIP_DRV003_03,DRV003,2024-02-06 11:24:21,6801.0,-0.0843,-0.0411,9.9827,-0.001,0.939,0.492,62.2,29.918135,76.908228,25,FLAT,NORMAL
ACC09963,TRIP_DRV003_03,DRV003,2024-02-06 11:24:22,6802.5,-1.2874,-0.1627,9.872,-1.203,-0.161,76.622,50.9,29.91843,76.908091,25,LANDSCAPE,AGGRESSIVE_LEFT_TURN
ACC09964,TRIP_DRV003_03,DRV003,2024-02-06 11:24:24,6804.0,-0.0633,-2.2561,9.819,0.124,-1.652,0.751,41.7,29.918753,76.908012,25,FLAT,AGGRESSIVE_BRAKING
ACC09965,TRIP_DRV003_03,DRV003,2024-02-06 11:24:25,6805.5,-0.0514,-0.2605,9.7744,0.437,0.621,1.694,65.9,29.919037,76.907885,25,FLAT,NORMAL
ACC09966,TRIP_DRV003_03,DRV003,2024-02-06 11:24:27,6807.0,-0.9003,0.4503,9.854,-1.406,-0.158,60.412,75.8,29.919364,76.907787,25,PORTRAIT,AGG_LEFT_LANE_CHANGE
ACC09967,TRIP_DRV003_03,DRV003,2024-02-06 11:24:28,6808.5,0.1299,0.0717,9.9221,-0.012,-0.154,-0.505,70.9,29.919645,76.907676,25,FLAT,NORMAL
ACC09968,TRIP_DRV003_03,DRV003,2024-02-06 11:24:30,6810.0,-0.082,0.0343,9.7872,-0.945,-0.43,1.25,48.9,29.919953,76.907531,25,LANDSCAPE,NORMAL
ACC09969,TRIP_DRV003_03,DRV003,2024-02-06 11:24:31,6811.5,0.1888,-0.2626,9.6708,-0.7,0.725,0.996,65.5,29.920246,76.90743,25,FLAT,NORMAL
ACC09970,TRIP_DRV003_03,DRV003,2024-02-06 11:24:33,6813.0,-0.1361,0.0868,9.6056,-0.36,-0.767,-1.22,69.6,29.920579,76.907321,25,FLAT,NORMAL
ACC09971,TRIP_DRV003_03,DRV003,2024-02-06 11:24:34,6814.5,0.2014,0.2831,9.8292,-0.732,0.243,-0.627,32.8,29.920871,76.907237,25,PORTRAIT,NORMAL
ACC09972,TRIP_DRV003_03,DRV003,2024-02-06 11:24:36,6816.0,0.0733,0.131,9.9961,0.16,-0.859,1.604,30.6,29.921173,76.907088,25,LANDSCAPE,NORMAL
ACC09973,TRIP_DRV003_03,DRV003,2024-02-06 11:24:37,6817.5,0.0072,-2.1059,9.923,0.349,-1.299,-1.075,49.7,29.921467,76.907001,25,FLAT,AGGRESSIVE_BRAKING
ACC09974,TRIP_DRV003_03,DRV003,2024-02-06 11:24:39,6819.0,-0.2587,0.2053,9.7925,-0.469,-0.977,-0.641,39.8,29.921778,76.906902,25,LANDSCAPE,NORMAL
ACC09975,TRIP_DRV003_03,DRV003,2024-02-06 11:24:40,6820.5,-0.1555,-0.1626,9.7319,0.356,0.81,-0.466,72.6,29.922097,76.906761,25,LANDSCAPE,NORMAL
ACC09976,TRIP_DRV003_03,DRV003,2024-02-06 11:24:42,6822.0,0.2553,0.0421,9.9689,-0.201,0.709,-1.596,65.0,29.92237,76.906654,25,LANDSCAPE,NORMAL
ACC09977,TRIP_DRV003_03,DRV003,2024-02-06 11:24:43,6823.5,0.2296,0.0187,9.9417,-0.466,0.887,0.369,31.0,29.922699,76.906535,25,PORTRAIT,NORMAL
ACC09978,TRIP_DRV003_03,DRV003,2024-02-06 11:24:45,6825.0,0.0449,-0.2637,9.7915,-0.957,0.398,1.45,30.1,29.922978,76.906461,25,FLAT,NORMAL
ACC09979,TRIP_DRV003_03,DRV003,2024-02-06 11:24:46,6826.5,0.0414,0.0546,9.6106,-0.291,0.022,0.288,70.3,29.923308,76.906327,25,FLAT,NORMAL
ACC09980,TRIP_DRV003_03,DRV003,2024-02-06 11:24:48,6828.0,1.4886,-0.3104,9.7666,1.162,-0.786,-61.342,38.8,29.923618,76.906208,25,PORTRAIT,AGGRESSIVE_RIGHT_TURN
ACC09981,TRIP_DRV003_03,DRV003,2024-02-06 11:24:49,6829.5,-0.0401,0.186,9.8803,-0.706,0.503,1.5,50.5,29.923898,76.906107,25,LANDSCAPE,NORMAL
ACC09982,TRIP_DRV003_03,DRV003,2024-02-06 11:24:51,6831.0,0.1783,-1.6731,9.7213,0.348,-1.38,0.211,52.0,29.924197,76.906007,25,PORTRAIT,AGGRESSIVE_BRAKING
ACC09983,TRIP_DRV003_03,DRV003,2024-02-06 11:24:52,6832.5,0.2794,0.1961,9.6485,0.486,0.054,-1.977,40.9,29.924522,76.905881,25,PORTRAIT,NORMAL
ACC09984,TRIP_DRV003_03,DRV003,2024-02-06 11:24:54,6834.0,0.0886,0.2985,9.9608,0.51,0.525,1.264,52.7,29.924822,76.905791,25,PORTRAIT,NORMAL
ACC09985,TRIP_DRV003_03,DRV003,2024-02-06 11:24:55,6835.5,0.1597,-0.1903,9.9487,-0.804,0.073,0.258,53.8,29.925115,76.905677,25,LANDSCAPE,NORMAL
ACC09986,TRIP_DRV003_03,DRV003,2024-02-06 11:24:57,6837.0,-0.8598,0.2719,9.6794,-1.135,0.404,71.991,53.8,29.925417,76.90556,25,LANDSCAPE,AGGRESSIVE_LEFT_TURN
ACC09987,TRIP_DRV003_03,DRV003,2024-02-06 11:24:58,6838.5,0.0729,0.2354,9.7036,-0.546,-0.533,-1.726,73.5,29.925728,76.905444,25,LANDSCAPE,NORMAL
ACC09988,TRIP_DRV003_03,DRV003,2024-02-06 11:25:00,6840.0,-0.0437,-0.1442,9.9207,-0.532,-0.875,1.577,44.3,29.926033,76.905332,25,LANDSCAPE,NORMAL
ACC09989,TRIP_DRV003_03,DRV003,2024-02-06 11:25:01,6841.5,-0.0059,2.4997,9.6176,0.289,1.075,-1.831,79.2,29.926334,76.905209,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC09990,TRIP_DRV003_03,DRV003,2024-02-06 11:25:03,6843.0,0.0546,-0.2434,9.923,-0.11,-0.406,0.735,41.3,29.92666,76.905133,25,LANDSCAPE,NORMAL
ACC09991,TRIP_DRV003_03,DRV003,2024-02-06 11:25:04,6844.5,0.0108,-0.0501,9.9097,0.422,0.03,0.965,40.6,29.926932,76.905005,25,LANDSCAPE,NORMAL
ACC09992,TRIP_DRV003_03,DRV003,2024-02-06 11:25:06,6846.0,-0.1862,-0.2056,9.774,-0.697,-0.167,1.835,43.9,29.927229,76.904905,25,FLAT,NORMAL
ACC09993,TRIP_DRV003_03,DRV003,2024-02-06 11:25:07,6847.5,0.0918,0.1808,9.7519,0.972,0.472,-0.701,46.4,29.927545,76.904791,25,PORTRAIT,NORMAL
ACC09994,TRIP_DRV003_03,DRV003,2024-02-06 11:25:09,6849.0,-1.284,0.1161,9.9712,-1.106,-0.027,74.855,35.9,29.927876,76.904688,25,LANDSCAPE,AGGRESSIVE_LEFT_TURN
ACC09995,TRIP_DRV003_03,DRV003,2024-02-06 11:25:10,6850.5,-0.0295,0.0267,9.6329,0.176,-0.363,-0.305,70.7,29.928162,76.904566,25,LANDSCAPE,NORMAL
ACC09996,TRIP_DRV003_03,DRV003,2024-02-06 11:25:12,6852.0,-1.3101,0.4565,9.718,-1.087,-0.411,81.215,34.2,29.928463,76.904438,25,FLAT,AGGRESSIVE_LEFT_TURN
ACC09997,TRIP_DRV003_03,DRV003,2024-02-06 11:25:13,6853.5,0.1994,0.1142,9.7254,-0.781,-0.619,1.042,51.4,29.928778,76.904351,25,FLAT,NORMAL
ACC09998,TRIP_DRV003_03,DRV003,2024-02-06 11:25:15,6855.0,-0.0695,1.6838,9.637,-0.417,0.558,1.092,56.2,29.929081,76.904227,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC09999,TRIP_DRV003_03,DRV003,2024-02-06 11:25:16,6856.5,0.1875,0.1264,9.818,-0.726,0.271,0.08,70.9,29.929374,76.90411,25,LANDSCAPE,NORMAL
ACC10000,TRIP_DRV003_03,DRV003,2024-02-06 11:25:18,6858.0,0.1394,0.1484,9.6806,0.988,-0.609,1.462,56.9,29.929681,76.904014,25,PORTRAIT,NORMAL
ACC10001,TRIP_DRV003_03,DRV003,2024-02-06 11:25:19,6859.5,0.1778,-0.161,9.9093,-0.639,0.989,0.37,77.4,29.929983,76.903879,25,FLAT,NORMAL
ACC10002,TRIP_DRV003_03,DRV003,2024-02-06 11:25:21,6861.0,0.0077,-1.8347,9.8524,-0.033,-1.216,0.597,78.9,29.930294,76.903779,25,PORTRAIT,AGGRESSIVE_BRAKING
ACC10003,TRIP_DRV003_03,DRV003,2024-02-06 11:25:22,6862.5,0.0395,2.119,9.6091,-0.061,1.483,-1.395,54.8,29.930581,76.903676,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC10004,TRIP_DRV003_03,DRV003,2024-02-06 11:25:24,6864.0,1.1905,0.3646,9.8555,0.72,-0.103,-70.984,39.5,29.930914,76.903561,25,FLAT,AGGRESSIVE_RIGHT_TURN
ACC10005,TRIP_DRV003_03,DRV003,2024-02-06 11:25:25,6865.5,0.1817,0.1458,9.7499,0.797,0.397,1.28,36.6,29.931193,76.903449,25,PORTRAIT,NORMAL
ACC10006,TRIP_DRV003_03,DRV003,2024-02-06 11:25:27,6867.0,-0.1136,1.8009,9.656,0.379,0.856,-1.775,48.7,29.931503,76.903326,25,PORTRAIT,AGGRESSIVE_ACCEL
ACC10007,TRIP_DRV003_03,DRV003,2024-02-06 11:25:28,6868.5,0.109,0.1187,9.9223,-0.562,-0.635,-1.479,66.5,29.931823,76.903238,25,FLAT,NORMAL
ACC10008,TRIP_DRV003_03,DRV003,2024-02-06 11:25:30,6870.0,0.032,0.1993,9.9482,-0.852,0.191,0.491,30.3,29.932104,76.903106,25,LANDSCAPE,NORMAL
ACC10009,TRIP_DRV003_03,DRV003,2024-02-06 11:25:31,6871.5,-0.025,0.2911,9.8553,0.68,-0.178,1.289,46.4,29.932427,76.903007,25,FLAT,NORMAL
ACC10010,TRIP_DRV003_03,DRV003,2024-02-06 11:25:33,6873.0,0.2416,0.174,9.9072,-0.338,0.166,-0.146,71.9,29.932707,76.902893,25,LANDSCAPE,NORMAL
ACC10011,TRIP_DRV003_03,DRV003,2024-02-06 11:25:34,6874.5,0.2126,-0.137,9.7343,0.613,-0.266,0.953,36.5,29.933043,76.902799,25,PORTRAIT,NORMAL
ACC10012,TRIP_DRV003_03,DRV003,2024-02-06 11:25:36,6876.0,0.2187,-0.2,9.9298,0.344,-0.91,-1.372,37.2,29.933321,76.902687,25,PORTRAIT,NORMAL
ACC10013,TRIP_DRV003_03,DRV003,2024-02-06 11:25:37,6877.5,0.0534,0.0575,9.6433,-0.026,-0.19,-0.525,57.0,29.933645,76.902553,25,LANDSCAPE,NORMAL
ACC10014,TRIP_DRV003_03,DRV003,2024-02-06 11:25:39,6879.0,1.2873,-0.3186,9.676,0.725,0.599,-53.672,32.0,29.933935,76.902454,25,FLAT,AGGRESSIVE_RIGHT_TURN
ACC10015,TRIP_DRV003_03,DRV003,2024-02-06 11:25:40,6880.5,-0.2187,0.1847,9.8893,-0.648,0.693,-0.518,69.4,29.934237,76.902368,25,LANDSCAPE,NORMAL
ACC10016,TRIP_DRV003_03,DRV003,2024-02-06 11:25:42,6882.0,0.2621,0.2714,9.8325,-0.736,0.622,0.2,39.5,29.934553,76.902221,25,PORTRAIT,NORMAL
ACC10017,TRIP_DRV003_03,DRV003,2024-02-06 11:25:43,6883.5,1.1744,0.3976,9.9058,1.452,-0.78,-80.281,32.3,29.934857,76.902124,25,FLAT,AGG_RIGHT_LANE_CHANGE
ACC10018,TRIP_DRV003_03,DRV003,2024-02-06 11:25:45,6885.0,-0.1184,-0.2094,9.6175,0.987,-0.826,1.298,61.7,29.935155,76.902001,25,FLAT,NORMAL
ACC10019,TRIP_DRV003_03,DRV003,2024-02-06 11:25:46,6886.5,0.1287,-0.0386,9.6589,0.508,0.609,1.094,74.9,29.935471,76.901908,25,PORTRAIT,NORMAL
ACC10020,TRIP_DRV003_03,DRV003,2024-02-06 11:25:48,6888.0,0.0914,0.0775,9.8935,-0.418,-0.46,-1.117,65.6,29.93575,76.90178,25,LANDSCAPE,NORMAL
ACC10021,TRIP_DRV003_03,DRV003,2024-02-06 11:25:49,6889.5,0.1652,0.1045,9.7006,0.636,-0.616,0.467,75.0,29.936081,76.901694,25,FLAT,NORMAL
ACC10022,TRIP_DRV003_03,DRV003,2024-02-06 11:25:51,6891.0,-0.0431,-0.0473,9.8257,0.41,-0.236,-0.148,32.5,29.936351,76.901569,25,PORTRAIT,NORMAL
ACC10023,TRIP_DRV003_03,DRV003,2024-02-06 11:25:52,6892.5,0.0019,0.2852,9.9828,-0.2,-0.139,-1.156,62.8,29.936667,76.90145,25,FLAT,NORMAL
ACC10024,TRIP_DRV003_03,DRV003,2024-02-06 11:25:54,6894.0,0.1248,0.0123,9.6139,-0.56,-0.171,0.032,58.5,29.936973,76.901339,25,LANDSCAPE,NORMAL
ACC10025,TRIP_DRV003_03,DRV003,2024-02-06 11:25:55,6895.5,-0.141,-0.2741,9.9137,0.42,-0.376,-1.528,35.9,29.937272,76.901227,25,FLAT,NORMAL
ACC10026,TRIP_DRV003_03,DRV003,2024-02-06 11:25:57,6897.0,-0.1157,0.1743,9.8626,0.156,0.286,1.929,30.0,29.937569,76.901117,25,PORTRAIT,NORMAL
ACC10027,TRIP_DRV003_03,DRV003,2024-02-06 11:25:58,6898.5,-0.016,0.0616,9.8107,0.594,0.71,-0.281,58.7,29.937897,76.901032,25,LANDSCAPE,NORMAL
ACC10028,TRIP_DRV003_03,DRV003,2024-02-06 11:26:00,6900.0,-0.1352,0.2438,9.6177,-0.801,0.131,-1.976,76.2,29.93818,76.900899,25,FLAT,NORMAL
ACC10029,TRIP_DRV003_03,DRV003,2024-02-06 11:26:01,6901.5,0.1169,-0.0311,9.923,-0.754,0.921,0.663,45.4,29.938492,76.900789,25,PORTRAIT,NORMAL
